Institute,Program,Seat Type,Gender,OR,CR
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,17806,20173
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1645,2290
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3214,3311
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,978,1135
IIT Bhilai,Electrical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1472,1472
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2878,3474
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4668,6563
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1253,1347
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2232,2232
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,7464,9668
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,14098,16191
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1539,1865
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,Female-Only,2522,2522
IIT Bhilai,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,788,940
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4481,4924
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8890,9522
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2018,2284
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3424,3665
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,11516,14788
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,21141,23230
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2559,2846
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3758,3758
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1164,1229
IIT Bhilai,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1562,1562
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,5646,6053
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,9804,9804
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2545,2570
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3936,3936
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,14920,17478
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,25818,25868
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,3061,3327
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),SC,Female-Only,4050,4050
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1348,1348
IIT Bhilai,Materials Science and Metallurgical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1233,1233
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3062,4573
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8909,9054
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1854,1887
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,10662,12254
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,20224,21456
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1660,2320
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),SC,Female-Only,3100,3100
IIT Bhilai,Mechatronics Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,875,1270
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2301,3135
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4962,5099
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1120,1166
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2063,2063
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Gender-Neutral,7001,7934
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN,Female-Only,8600,13039
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,79P,79P
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN(PwD),Female-Only,293P,293P
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),SC,Gender-Neutral,1374,1548
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),SC,Female-Only,2236,2236
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),ST,Gender-Neutral,665,680
IIT Bhilai,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),ST,Female-Only,905,905
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1785,2247
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4193,4459
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Gender-Neutral,62P,62P
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,751,847
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1895,1895
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4256,6242
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,11372,12211
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Female-Only,38P,38P
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,575,1266
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,1969,1969
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,429,494
IIT Goa,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,1030,1030
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3371,3680
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6634,6763
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1415,1654
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2901,2901
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8410,10095
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,16260,20274
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1756,2033
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),SC,Female-Only,2854,2854
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,968,1114
IIT Goa,Electrical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1431,1431
IIT Goa,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2373,3060
IIT Goa,Mathematics and Computing (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4604,5097
IIT Goa,Mathematics and Computing (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1033,1167
IIT Goa,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Gender-Neutral,5436,7932
IIT Goa,Mathematics and Computing (4 Years Bachelor of Technology),OPEN,Female-Only,12652,14787
IIT Goa,Mathematics and Computing (4 Years Bachelor of Technology),SC,Gender-Neutral,1353,1571
IIT Goa,Mathematics and Computing (4 Years Bachelor of Technology),ST,Gender-Neutral,843,974
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4262,4688
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8071,8445
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1793,1882
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3242,3242
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,9914,13451
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,20436,21845
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2313,2836
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3255,3412
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1085,1196
IIT Goa,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1619,1619
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,5021,5841
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8916,9084
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2453,2519
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,4120,4120
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,14109,16753
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,21748,26004
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2429,3024
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),SC,Female-Only,3808,3808
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1172,1172
IIT Palakkad,Civil Engineering (4 Years Bachelor of Technology),ST,Female-Only,1182,1182
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1942,2379
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,3301,3301
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Female-Only,34P,34P
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,754,792
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1626,1626
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,4530,6454
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,6843,8965
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,160,160
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,837,1182
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,1183,1183
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,444,498
IIT Palakkad,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,707,707
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2764,3719
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,6407,6637
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1475,1536
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2966,2966
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8020,10396
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,12743,18585
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1639,2108
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),SC,Female-Only,2814,2814
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,775,1099
IIT Palakkad,Electrical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1419,1419
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,3145,4475
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8471,8517
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1917,1981
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3499,3499
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8596,12606
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,14960,21192
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2358,2714
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3187,3187
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1145,1148
IIT Palakkad,Mechanical Engineering (4 Years Bachelor of Technology),ST,Female-Only,1611,1611
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2584,3120
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,4673,4821
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1103,1175
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1937,1937
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,6845,8640
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,10280,12097
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,1446,1691
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,2442,2442
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,526,612
IIT Palakkad,Data Science and Engineering (4 Years Bachelor of Technology),ST,Female-Only,870,870
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4554,5522
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,7450,7705
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2116,2434
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3210,3210
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,12799,15636
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,17851,21967
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2806,3060
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),SC,Female-Only,3165,3165
IIT Tirupati,Chemical Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,1290,1298
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,4842,5495
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,8013,8294
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,2354,2428
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,3803,3803
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,8956,16548
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,20635,24725
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,2332,2966
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),SC,Female-Only,2656,2656
IIT Tirupati,Civil Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,923,1074
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,1579,2113
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,2134,2675
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),OBC-NCL(PwD),Female-Only,97P,97P
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,596,733
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,1034,1034
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Gender-Neutral,1916,5034
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,Female-Only,5686,8459
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN(PwD),Gender-Neutral,167,167
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Gender-Neutral,592,1018
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),SC,Female-Only,1156,1664
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),SC(PwD),Gender-Neutral,3P,3P
IIT Tirupati,Computer Science and Engineering (4 Years Bachelor of Technology),ST,Gender-Neutral,383,553
IIT Tirupati,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Gender-Neutral,2639,3580
IIT Tirupati,Electrical Engineering (4 Years Bachelor of Technology),OBC-NCL,Female-Only,5141,6080
IIT Tirupati,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Gender-Neutral,1176,1418
IIT Tirupati,Electrical Engineering (4 Years Bachelor of Technology),GEN-EWS,Female-Only,2400,2400
